# Max value = 2.07e-01, Min value = -6.07e-03
x f1 f2 f3 
80 0.0718545 0.0876259 0.0154653 
81 0.076388 0.0835285 0.0141565 
82 0.0808909 0.0796033 0.0129236 
83 0.0853418 0.0758373 0.0117673 
84 0.0897208 0.0722171 0.0106885 
85 0.0940089 0.0687299 0.00968739 
86 0.098189 0.0653638 0.00876373 
87 0.102245 0.0621089 0.00791637 
88 0.106164 0.0589569 0.00714333 
89 0.109933 0.055902 0.00644175 
90 0.113541 0.0529407 0.00580793 
91 0.116979 0.0500716 0.00523743 
92 0.120239 0.0472952 0.00472519 
93 0.123315 0.0446142 0.0042657 
94 0.126202 0.0420321 0.00385319 
95 0.128895 0.0395537 0.00348176 
96 0.131391 0.0371844 0.00314562 
97 0.133687 0.0349293 0.00283922 
98 0.135781 0.0327934 0.0025574 
99 0.137671 0.0307809 0.0022955 
100 0.139355 0.0288948 0.00204947 
101 0.140832 0.0271369 0.00181594 
102 0.1421 0.0255073 0.0015922 
103 0.143161 0.0240045 0.00137624 
104 0.144011 0.0226252 0.0011667 
105 0.144652 0.0213645 0.000962823 
106 0.145083 0.0202161 0.000764385 
107 0.145305 0.0191723 0.000571591 
108 0.145319 0.0182241 0.000384992 
109 0.145126 0.017362 0.000205379 
110 0.144728 0.0165758 3.36876e-05 
111 0.144129 0.0158553 -0.000129097 
112 0.143332 0.0151901 -0.000282024 
113 0.142344 0.0145706 -0.000424241 
114 0.141169 0.0139876 -0.000555058 
115 0.139815 0.013433 -0.00067398 
116 0.138291 0.0128997 -0.00078073 
117 0.136605 0.0123818 -0.000875262 
118 0.134767 0.0118748 -0.000957747 
119 0.132789 0.0113755 -0.00102856 
120 0.130682 0.0108818 -0.00108824 
121 0.128458 0.0103931 -0.00113748 
122 0.126131 0.00990971 -0.00117706 
123 0.123714 0.00943286 -0.00120779 
124 0.121219 0.00896459 -0.00123052 
125 0.11866 0.00850747 -0.00124608 
126 0.11605 0.00806441 -0.0012552 
127 0.113401 0.00763848 -0.00125858 
128 0.110724 0.00723266 -0.00125676 
129 0.108032 0.00684972 -0.00125021 
130 0.105334 0.00649207 -0.00123926 
131 0.10264 0.00616158 -0.00122415 
132 0.0999581 0.00585953 -0.001205 
133 0.0972953 0.00558657 -0.00118187 
134 0.0946581 0.00534264 -0.00115475 
135 0.0920517 0.00512704 -0.00112362 
136 0.0894802 0.00493843 -0.00108842 
137 0.0869468 0.00477489 -0.00104913 
138 0.084454 0.00463404 -0.00100578 
139 0.0820033 0.00451312 -0.000958452 
140 0.0795956 0.0044091 -0.000907296 
141 0.0772313 0.00431883 -0.000852563 
142 0.0749103 0.00423911 -0.000794593 
143 0.0726322 0.00416685 -0.000733819 
144 0.0703964 0.00409916 -0.000670755 
145 0.0682021 0.0040334 -0.000605995 
146 0.0660486 0.00396732 -0.000540189 
147 0.0639352 0.00389906 -0.000474028 
148 0.0618613 0.00382723 -0.000408222 
149 0.0598264 0.00375085 -0.00034348 
150 0.0578303 0.00366943 -0.000280483 
151 0.0558729 0.00358289 -0.00021987 
152 0.0539546 0.00349154 -0.000162209 
153 0.0520755 0.00339602 -0.000107989 
154 0.0502364 0.00329725 -5.76035e-05 
155 0.0484377 0.00319634 -1.1339e-05 
156 0.0466805 0.00309453 3.06275e-05 
157 0.0449654 0.00299313 6.82303e-05 
158 0.0432933 0.00289344 0.000101512 
159 0.0416652 0.00279666 0.000130618 
160 0.0400816 0.0027039 0.000155784 
161 0.0385434 0.00261607 0.000177326 
162 0.0370509 0.00253389 0.000195624 
163 0.0356046 0.00245784 0.000211106 
164 0.0342047 0.00238819 0.000224233 
165 0.0328511 0.00232496 0.00023548 
166 0.0315436 0.00226793 0.000245323 
167 0.0302818 0.00221673 0.000254223 
168 0.0290652 0.00217078 0.000262614 
169 0.0278932 0.00212938 0.000270892 
170 0.0267648 0.00209173 0.000279408 
171 0.0256791 0.00205699 0.000288458 
172 0.0246351 0.00202428 0.000298285 
173 0.0236316 0.00199277 0.000309074 
174 0.0226676 0.00196166 0.000320955 
175 0.0217417 0.00193026 0.000334001 
176 0.0208529 0.00189796 0.000348236 
177 0.0199998 0.00186432 0.000363638 
178 0.0191814 0.00182899 0.000380143 
179 0.0183964 0.00179179 0.000397655 
180 0.0176437 0.00175267 0.000416045 
181 0.016922 0.00171169 0.000435164 
182 0.0162303 0.00166904 0.000454841 
183 0.0155672 0.001625 0.000474893 
184 0.0149317 0.00157993 0.000495127 
185 0.0143226 0.00153423 0.000515343 
186 0.0137386 0.00148833 0.000535337 
187 0.0131785 0.00144267 0.000554907 
188 0.0126409 0.00139765 0.000573847 
189 0.0121247 0.00135367 0.000591956 
190 0.0116284 0.00131105 0.000609038 
191 0.0111508 0.00127005 0.000624901 
192 0.0106905 0.00123086 0.00063936 
193 0.0102461 0.0011936 0.00065224 
194 0.0098164 0.00115828 0.000663374 
195 0.00940006 0.00112488 0.000672612 
196 0.00899591 0.00109327 0.000679813 
197 0.00860282 0.00106329 0.000684859 
198 0.00821975 0.00103469 0.000687648 
199 0.00784581 0.00100723 0.000688101 
200 0.00748019 0.000980604 0.000686163 
201 0.00712224 0.000954526 0.000681805 
